,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
1016,24,female,2,free,little,moderate,5743,24,education,good
1017,26,female,1,rent,little,little,3599,21,furniture/equipment,good
1018,25,male,2,rent,quite rich,moderate,3213,18,radio/TV,good
1019,33,male,3,own,little,moderate,4439,18,business,good
1020,37,male,1,own,little,rich,3949,10,car,good
1021,43,female,1,own,little,NA,1459,15,radio/TV,good
1022,23,male,2,own,little,moderate,882,13,radio/TV,good
1023,23,female,0,rent,quite rich,moderate,3758,24,radio/TV,good
1024,34,male,1,own,moderate,NA,1743,6,business,good
1025,32,male,2,free,rich,moderate,1136,9,education,bad
1026,23,female,2,rent,little,NA,1236,9,domestic appliances,good
1027,29,female,2,own,little,moderate,959,9,furniture/equipment,bad
1028,38,male,3,own,NA,NA,3229,18,car,good
1029,28,male,2,rent,little,little,6199,12,radio/TV,bad
1030,46,male,2,free,quite rich,NA,727,10,education,good
1031,23,male,1,own,little,moderate,1246,24,car,bad
1032,49,male,2,own,NA,NA,2331,12,radio/TV,good
1033,26,male,3,own,little,NA,4463,36,radio/TV,bad
1034,28,male,2,own,little,NA,776,12,radio/TV,good
1035,23,female,2,rent,little,little,2406,30,furniture/equipment,bad
1036,61,male,2,free,NA,moderate,1239,18,education,good
1037,37,male,3,own,NA,rich,3399,12,radio/TV,good
1038,36,female,2,own,little,rich,2247,12,car,good
1039,21,male,2,rent,little,NA,1766,6,furniture/equipment,good
1040,25,male,0,own,little,little,2473,18,furniture/equipment,bad
1041,36,male,2,own,little,NA,1542,12,business,good
1042,27,male,2,own,little,NA,3850,18,car,good
1043,22,female,2,rent,little,little,3650,18,furniture/equipment,good
1044,42,male,2,own,little,little,3446,36,furniture/equipment,bad
1045,40,female,2,rent,little,moderate,3001,18,furniture/equipment,good
1046,36,male,2,own,NA,NA,3079,36,car,good
1047,33,male,2,own,little,NA,6070,18,radio/TV,good
1048,23,female,2,rent,little,NA,2146,10,furniture/equipment,good
1049,63,male,3,free,NA,NA,13756,60,car,good
1050,60,female,3,free,moderate,moderate,14782,60,vacation/others,bad
1051,37,female,2,rent,little,little,7685,48,business,bad
1052,34,male,2,own,little,NA,2320,18,radio/TV,good
1053,36,male,2,free,NA,NA,846,7,radio/TV,good
1054,57,male,3,free,little,moderate,14318,36,car,bad
1055,52,female,1,own,moderate,NA,362,6,car,good
1056,39,male,2,own,NA,little,2212,20,furniture/equipment,good
1057,38,female,3,free,little,moderate,12976,18,car,bad
1058,25,female,2,rent,NA,NA,1283,22,car,good
1059,26,male,2,own,little,rich,1330,12,car,good
1060,26,male,1,own,moderate,NA,4272,30,business,good
1061,25,female,2,own,little,NA,2238,18,radio/TV,good
1062,21,female,2,rent,NA,NA,1126,18,radio/TV,good
1063,40,male,3,own,little,moderate,7374,18,furniture/equipment,good
1064,27,male,2,own,quite rich,moderate,2326,15,business,good
1065,27,female,2,own,little,NA,1449,9,business,good
1066,30,male,3,own,little,NA,1820,18,car,good
1067,19,female,1,rent,rich,moderate,983,12,furniture/equipment,good
1068,39,male,3,free,little,little,3249,36,car,good
1069,31,female,2,own,little,little,1957,6,radio/TV,good
1070,31,male,3,own,little,NA,2406,9,furniture/equipment,good
1071,32,male,2,rent,moderate,moderate,11760,39,education,good
1072,55,female,3,free,little,little,2578,12,furniture/equipment,good
1073,46,male,2,own,little,little,2348,36,furniture/equipment,good
1074,46,male,2,rent,little,moderate,1223,12,car,bad
1075,43,female,1,own,rich,NA,1516,24,radio/TV,good
1076,39,male,2,own,little,NA,1473,18,radio/TV,good
1077,28,male,2,own,NA,moderate,1887,18,business,good
1078,27,male,2,own,little,NA,8648,24,business,bad
1079,27,male,1,own,little,NA,802,14,car,good
1080,43,male,2,own,NA,moderate,2899,18,car,good
1081,22,male,2,own,little,moderate,2039,24,radio/TV,bad
1082,43,male,2,own,NA,NA,2197,24,car,good
1083,27,male,2,own,little,little,1053,15,radio/TV,good
1084,26,male,3,own,quite rich,NA,3235,24,radio/TV,good
1085,28,male,2,own,quite rich,rich,939,12,car,bad
1086,20,female,2,own,little,moderate,1967,24,radio/TV,good
1087,35,male,3,own,little,NA,7253,33,car,good
1088,42,male,3,own,little,NA,2292,12,business,bad
1089,40,male,1,rent,quite rich,NA,1597,10,car,good
1090,35,female,2,own,NA,little,1381,24,car,bad
1091,35,male,2,own,little,NA,5842,36,car,good
1092,33,male,1,own,little,little,2579,12,car,bad
1093,23,female,2,rent,NA,little,8471,18,education,good
1094,31,female,3,own,quite rich,NA,2782,21,car,good
1095,33,female,2,own,NA,moderate,1042,18,car,bad
1096,20,female,2,rent,rich,NA,3186,15,car,good
1097,30,male,2,own,NA,moderate,2028,12,car,good
1098,47,male,1,own,little,moderate,958,12,car,good
1099,34,male,3,own,moderate,NA,1591,21,furniture/equipment,good
1100,25,female,2,own,NA,moderate,2762,12,furniture/equipment,bad
1101,21,male,2,rent,little,moderate,2779,18,car,good
1102,29,male,2,own,little,NA,2743,28,radio/TV,good
1103,46,male,2,own,rich,NA,1149,18,radio/TV,good
1104,20,male,2,own,little,NA,1313,9,furniture/equipment,good
1105,55,female,0,free,little,little,1190,18,repairs,bad
1106,74,male,1,own,little,NA,3448,5,business,good
1107,29,male,3,own,little,moderate,11328,24,vacation/others,bad
1108,36,male,3,free,little,little,1872,6,furniture/equipment,good
1109,33,male,2,own,little,NA,2058,24,repairs,good
1110,25,male,2,own,little,little,2136,9,furniture/equipment,good
1111,25,male,2,own,NA,moderate,1484,12,radio/TV,bad
1112,23,male,1,rent,quite rich,NA,660,6,repairs,good
1113,37,female,2,own,rich,NA,1287,24,car,good
1114,65,male,0,own,little,little,3394,42,repairs,good
1115,26,female,0,own,little,rich,609,12,business,bad
1116,39,male,3,own,little,NA,1884,12,car,good
1117,30,female,2,own,little,little,1620,12,furniture/equipment,good
1118,29,male,2,own,little,moderate,2629,20,vacation/others,good
1119,41,male,1,own,little,NA,719,12,education,bad
1120,30,female,3,own,little,moderate,5096,48,furniture/equipment,bad
1121,41,female,1,rent,NA,NA,1244,9,education,good
1122,34,female,2,own,little,little,1842,36,car,bad
1123,35,male,2,own,little,moderate,2576,7,radio/TV,good
1124,55,female,3,own,NA,rich,1424,12,furniture/equipment,good
1125,61,male,2,own,rich,moderate,1512,15,repairs,bad
1126,30,male,3,own,NA,NA,11054,36,car,good
1127,29,female,2,own,little,NA,518,6,radio/TV,good
1128,34,male,2,own,little,NA,2759,12,furniture/equipment,good
1129,35,male,3,own,little,NA,2670,24,car,good
1130,31,male,2,own,little,little,4817,24,car,bad
1131,29,female,3,own,little,NA,2679,24,car,good
1132,36,male,2,rent,little,little,3905,11,car,good
1133,35,male,2,free,little,little,3386,12,car,bad
1134,27,female,2,own,little,little,343,6,domestic appliances,good
1135,32,male,2,own,little,NA,4594,18,radio/TV,good
1136,37,male,2,own,little,little,3620,36,furniture/equipment,good
1137,36,male,2,own,little,little,1721,15,car,good
1138,34,female,3,rent,little,moderate,3017,12,furniture/equipment,good
1139,38,male,2,own,NA,moderate,754,12,education,good
1140,34,male,2,own,little,NA,1950,18,business,good
1141,63,male,2,own,little,little,2924,24,car,good
1142,29,female,1,rent,little,little,1659,24,radio/TV,bad
1143,32,male,2,own,NA,NA,7238,48,radio/TV,good
1144,26,female,2,own,little,NA,2764,33,business,good
1145,35,male,1,own,little,NA,4679,24,car,good
1146,22,male,2,rent,moderate,moderate,3092,24,radio/TV,bad
1147,23,female,2,own,little,little,448,6,education,bad
1148,28,male,1,own,little,little,654,9,car,bad
1149,36,male,3,own,NA,NA,1238,6,education,good
1150,33,male,2,own,little,moderate,1245,18,radio/TV,bad
1151,26,female,2,rent,little,little,3114,18,furniture/equipment,bad
1152,24,male,2,own,quite rich,NA,2569,39,car,good
1153,25,male,2,own,little,rich,5152,24,radio/TV,good
1154,39,male,1,own,moderate,moderate,1037,12,business,good
1155,44,male,2,own,little,little,1478,15,furniture/equipment,good
1156,23,female,1,own,little,moderate,3573,12,radio/TV,good
1157,26,male,2,own,little,moderate,1201,24,car,good
1158,57,female,2,rent,rich,little,3622,30,furniture/equipment,good
1159,30,female,2,own,rich,NA,960,15,furniture/equipment,good
1160,44,male,2,own,quite rich,NA,1163,12,car,good
1161,47,male,3,own,little,moderate,1209,6,car,bad
1162,52,male,2,own,little,NA,3077,12,radio/TV,good
1163,62,female,2,free,little,NA,3757,24,car,good
1164,35,male,1,rent,moderate,NA,1418,10,car,good
1165,26,male,2,rent,little,NA,3518,6,car,good
1166,26,male,2,own,little,NA,1934,12,radio/TV,good
1167,42,female,3,free,little,moderate,8318,27,business,bad
1168,27,female,2,own,moderate,NA,1237,6,radio/TV,good
1169,38,male,2,own,NA,moderate,368,6,radio/TV,good
1170,39,male,1,rent,little,little,2122,12,car,good
1171,20,male,2,own,NA,little,2996,24,furniture/equipment,bad
1172,29,male,3,rent,moderate,moderate,9034,36,furniture/equipment,bad
1173,40,male,2,own,little,NA,1585,24,furniture/equipment,good
1174,32,male,1,own,little,moderate,1301,18,radio/TV,good
1175,28,male,2,own,moderate,rich,1323,6,car,good
1176,45,female,2,own,little,moderate,2329,7,radio/TV,good
1177,30,female,2,own,little,moderate,918,9,furniture/equipment,bad
1178,34,female,1,free,little,moderate,1837,24,education,bad
1179,28,female,3,own,little,NA,3349,36,furniture/equipment,bad
1180,23,female,2,own,little,rich,1275,10,furniture/equipment,good
1181,22,male,2,own,quite rich,little,2828,24,furniture/equipment,good
1182,74,male,3,own,little,NA,4526,24,business,good
1183,50,female,2,free,moderate,moderate,2671,36,radio/TV,bad
1184,33,male,2,own,little,NA,2051,18,radio/TV,good
1185,45,male,2,free,NA,NA,1300,15,car,good
1186,22,female,2,own,moderate,little,741,12,domestic appliances,bad
1187,48,female,1,free,moderate,rich,1240,10,car,bad
1188,29,female,2,own,rich,little,3357,21,radio/TV,good
1189,22,female,2,rent,little,little,3632,24,car,good
1190,22,female,2,own,little,NA,1808,18,furniture/equipment,bad
1191,48,male,3,own,NA,moderate,12204,48,business,good
1192,27,male,3,free,NA,moderate,9157,60,radio/TV,good
1193,37,male,2,rent,little,little,3676,6,car,good
1194,21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,bad
1195,49,male,1,own,little,NA,640,12,car,good
1196,27,male,2,own,little,moderate,3652,21,business,good
1197,32,male,2,own,little,NA,1530,18,car,bad
1198,38,male,2,own,NA,NA,3914,48,business,bad
1199,22,female,2,rent,little,little,1858,12,furniture/equipment,good
1200,65,male,2,free,little,little,2600,18,radio/TV,bad
1201,35,male,2,own,NA,NA,1979,15,radio/TV,good
1202,41,male,2,own,little,rich,2116,6,furniture/equipment,good
1203,29,male,2,own,moderate,moderate,1437,9,car,bad
1204,36,male,2,own,quite rich,NA,4042,42,furniture/equipment,good
1205,64,male,1,own,NA,NA,3832,9,education,good
1206,28,female,2,own,little,little,3660,24,radio/TV,good
1207,44,male,2,own,little,little,1553,18,furniture/equipment,bad
1208,23,male,2,own,NA,moderate,1444,15,radio/TV,good
1209,19,female,2,rent,little,NA,1980,9,furniture/equipment,bad
1210,25,female,1,own,little,moderate,1355,24,car,bad
1211,47,male,2,own,little,NA,1393,12,education,good
1212,28,female,2,own,quite rich,NA,1376,24,radio/TV,good
1213,21,male,2,own,little,NA,15653,60,radio/TV,good
1214,34,female,2,own,little,NA,1493,12,radio/TV,good
1215,26,male,2,own,little,little,4370,42,radio/TV,bad
1216,27,female,0,own,little,little,750,18,education,bad
1217,38,male,1,own,little,moderate,1308,15,repairs,good
1218,40,male,3,own,moderate,NA,4623,15,education,bad
1219,33,male,2,own,little,NA,1851,24,radio/TV,good
1220,32,male,3,own,little,little,1880,18,radio/TV,good
1221,27,male,2,rent,NA,NA,7980,36,business,bad
1222,32,male,2,own,little,little,4583,30,furniture/equipment,good
1223,26,female,2,own,quite rich,NA,1386,12,car,bad
1224,38,male,2,free,little,rich,947,24,car,bad
1225,40,male,1,rent,little,little,684,12,education,bad
1226,50,male,3,free,little,little,7476,48,education,good
1227,37,male,1,own,little,moderate,1922,12,furniture/equipment,bad
1228,45,male,2,own,little,little,2303,24,car,bad
1229,42,male,3,own,moderate,moderate,8086,36,car,bad
1230,35,male,2,own,little,NA,2346,24,car,good
1231,22,male,2,free,little,little,3973,14,car,good
1232,41,male,1,own,little,moderate,888,12,car,bad
1233,37,male,2,own,NA,NA,10222,48,radio/TV,good
1234,28,female,2,own,little,moderate,4221,30,business,good
1235,41,male,2,own,little,moderate,6361,18,furniture/equipment,good
1236,23,male,2,rent,little,rich,1297,12,radio/TV,good
1237,23,male,2,own,NA,little,900,12,car,bad
1238,50,male,2,own,little,NA,2241,21,furniture/equipment,good
1239,35,male,3,own,little,moderate,1050,6,furniture/equipment,good
1240,50,female,1,own,little,rich,1047,6,education,good
1241,27,male,3,own,little,NA,6314,24,vacation/others,good
1242,34,male,2,own,rich,moderate,3496,30,furniture/equipment,good
1243,27,female,2,own,little,NA,3609,48,business,good
1244,43,male,2,rent,little,little,4843,12,car,bad
1245,47,male,2,own,little,rich,3017,30,radio/TV,good
1246,27,male,1,own,moderate,NA,4139,24,business,good
1247,31,male,2,own,moderate,NA,5742,36,business,good
1248,42,male,3,own,little,NA,10366,60,car,good
1249,24,male,2,own,quite rich,NA,2080,6,car,good
1250,41,male,1,own,quite rich,NA,2580,21,business,bad
1251,26,female,3,rent,little,NA,4530,30,radio/TV,good
1252,33,male,2,own,little,NA,5150,24,furniture/equipment,good
1253,24,male,2,own,moderate,moderate,5595,72,radio/TV,bad
1254,64,male,1,rent,little,little,2384,24,radio/TV,good
1255,26,female,2,own,little,NA,1453,18,radio/TV,good
1256,56,female,2,own,little,NA,1538,6,education,good
1257,37,male,2,free,NA,NA,2279,12,radio/TV,good
1258,33,male,2,own,little,NA,1478,15,radio/TV,good
1259,47,male,2,free,little,NA,5103,24,radio/TV,good
1260,31,male,1,own,moderate,moderate,9857,36,business,good
1261,34,male,2,free,NA,NA,6527,60,car,good
1262,27,male,2,own,NA,rich,1347,10,radio/TV,good
1263,30,male,2,free,moderate,moderate,2862,36,car,good
1264,35,male,2,own,moderate,NA,2753,9,radio/TV,good
1265,31,male,2,own,rich,little,3651,12,car,good
1266,25,male,2,own,little,little,975,15,furniture/equipment,good
1267,25,female,1,own,moderate,moderate,2631,15,repairs,good
1268,29,male,2,own,moderate,moderate,2896,24,radio/TV,good
1269,44,male,1,own,NA,little,4716,6,car,good
1270,28,male,2,own,little,NA,2284,24,radio/TV,good
1271,50,male,2,rent,quite rich,NA,1236,6,car,good
1272,29,male,2,own,little,moderate,1103,12,radio/TV,good
1273,38,female,0,own,little,NA,926,12,car,good
1274,24,male,2,own,little,NA,1800,18,radio/TV,good
1275,40,male,3,rent,little,rich,1905,15,education,good
1276,29,female,1,rent,quite rich,NA,1123,12,furniture/equipment,bad
1277,46,male,2,free,little,little,6331,48,car,bad
1278,47,female,2,free,moderate,rich,1377,24,radio/TV,good
1279,41,male,2,own,moderate,moderate,2503,30,business,good
1280,32,female,2,own,little,moderate,2528,27,business,good
1281,35,female,2,free,quite rich,NA,5324,15,car,good
1282,24,male,2,own,moderate,moderate,6560,48,car,bad
1283,25,female,2,rent,little,moderate,2969,12,furniture/equipment,bad
1284,25,female,2,own,little,moderate,1206,9,radio/TV,good
1285,37,male,1,own,little,moderate,2118,9,radio/TV,good
1286,32,male,3,own,quite rich,NA,629,18,radio/TV,good
1287,35,female,2,free,little,little,1198,6,education,bad
1288,46,male,3,own,NA,NA,2476,21,car,good
1289,25,male,1,own,little,little,1138,9,radio/TV,good
1290,27,male,3,own,little,moderate,14027,60,car,bad
1291,63,male,2,own,NA,NA,7596,30,car,good
1292,40,male,2,own,NA,NA,3077,30,radio/TV,good
1293,32,male,3,free,little,NA,1505,18,radio/TV,good
1294,31,male,2,own,NA,rich,3148,24,radio/TV,good
1295,31,male,2,own,moderate,moderate,6148,20,car,good
1296,34,male,3,own,little,rich,1337,9,radio/TV,bad
1297,24,female,2,rent,rich,moderate,433,6,education,bad
1298,24,female,1,own,little,little,1228,12,car,bad
1299,66,female,1,own,quite rich,moderate,790,9,radio/TV,good
1300,21,female,2,rent,little,NA,2570,27,car,bad
1301,41,female,1,own,rich,NA,250,6,car,good
1302,47,male,1,own,quite rich,NA,1316,15,radio/TV,good
1303,25,female,2,rent,little,little,1882,18,radio/TV,bad
1304,59,female,2,rent,little,moderate,6416,48,business,bad
1305,36,male,2,own,rich,rich,1275,24,business,good
1306,33,male,2,own,little,moderate,6403,24,radio/TV,good
1307,21,male,1,rent,little,little,1987,24,radio/TV,bad
1308,44,female,1,own,little,moderate,760,8,radio/TV,good
1309,28,female,2,rent,rich,NA,2603,24,car,good
1310,37,female,2,own,little,NA,3380,4,car,good
1311,29,female,0,own,NA,moderate,3990,36,domestic appliances,good
1312,23,female,3,rent,little,moderate,11560,24,car,bad
1313,35,male,1,own,moderate,little,4380,18,car,good
1314,45,male,3,own,little,NA,6761,6,car,good
1315,26,female,1,rent,moderate,moderate,4280,30,business,bad
1316,32,male,2,own,moderate,little,2325,24,car,good
1317,23,male,1,own,little,moderate,1048,10,radio/TV,good
1318,41,male,2,own,NA,NA,3160,21,radio/TV,good
1319,22,male,2,own,quite rich,little,2483,24,furniture/equipment,good
1320,30,male,3,own,NA,little,14179,39,furniture/equipment,good
1321,28,male,1,own,little,little,1797,13,business,good
1322,23,female,2,rent,little,little,2511,15,car,good
1323,37,female,1,own,little,little,1274,12,car,bad
1324,26,male,2,own,NA,NA,5248,21,car,good
1325,33,male,2,own,little,NA,3029,15,car,good
1326,49,female,2,own,little,little,428,6,furniture/equipment,good
1327,23,female,1,own,little,little,976,18,car,bad
1328,23,female,1,rent,moderate,moderate,841,12,business,good
1329,25,female,2,own,little,NA,5771,30,radio/TV,good
1330,55,male,2,free,rich,NA,1555,12,repairs,bad
1331,32,female,2,rent,NA,little,1285,24,car,bad
1332,74,male,0,own,little,rich,1299,6,car,good
1333,39,male,2,free,NA,rich,1271,15,radio/TV,bad
1334,31,male,2,own,little,NA,1393,24,car,good
1335,35,male,2,own,little,little,691,12,car,bad
1336,59,female,2,own,NA,NA,5045,15,car,good
1337,24,female,2,rent,little,little,2124,18,furniture/equipment,bad
1338,24,male,1,own,little,little,2214,12,radio/TV,good
1339,30,male,3,free,NA,NA,12680,21,car,bad
1340,27,male,2,own,moderate,NA,2463,24,car,good
1341,40,male,1,own,little,moderate,1155,12,radio/TV,good
1342,31,male,1,own,little,little,3108,30,furniture/equipment,bad
1343,31,female,2,rent,NA,NA,2901,10,car,good
1344,28,male,2,rent,little,moderate,3617,12,furniture/equipment,good
1345,63,male,1,own,little,NA,1655,12,radio/TV,good
1346,26,female,2,rent,NA,little,2812,24,car,good
1347,25,female,3,own,little,little,8065,36,education,bad
1348,36,male,3,own,little,NA,3275,21,car,good
1349,52,male,2,own,moderate,NA,2223,24,radio/TV,good
1350,66,male,0,free,quite rich,rich,1480,12,car,good
1351,25,female,2,rent,NA,little,1371,24,car,bad
1352,37,male,2,own,little,NA,3535,36,car,good
1353,25,female,2,own,little,little,3509,18,radio/TV,good
1354,38,male,3,own,rich,NA,5711,36,car,good
1355,67,female,2,own,little,moderate,3872,18,repairs,good
1356,25,male,2,own,little,moderate,4933,39,radio/TV,bad
1357,60,male,2,own,rich,NA,1940,24,car,good
1358,31,male,1,own,little,moderate,1410,12,education,good
1359,23,female,1,own,moderate,moderate,836,12,car,bad
1360,60,male,3,own,NA,moderate,6468,20,car,good
1361,35,male,1,own,rich,moderate,1941,18,business,good
1362,40,male,2,own,quite rich,NA,2675,22,radio/TV,good
1363,38,male,2,own,NA,NA,2751,48,car,good
1364,50,male,2,free,little,moderate,6224,48,education,bad
1365,27,male,2,own,little,little,5998,40,education,bad
1366,39,female,2,own,little,moderate,1188,21,business,bad
1367,41,male,3,own,NA,NA,6313,24,car,good
1368,27,male,2,own,NA,NA,1221,6,furniture/equipment,good
1369,51,male,2,free,little,rich,2892,24,furniture/equipment,good
1370,32,male,2,rent,quite rich,NA,3062,24,furniture/equipment,good
1371,22,female,2,rent,moderate,NA,2301,9,furniture/equipment,good
1372,51,male,2,free,NA,little,7511,18,car,bad
1373,22,female,1,rent,little,NA,1258,12,furniture/equipment,good
1374,54,male,2,own,NA,NA,717,24,car,good
1375,35,male,0,own,NA,moderate,1549,9,car,good
1376,54,male,2,free,little,NA,1597,24,education,good
1377,48,female,1,rent,little,moderate,1795,18,radio/TV,good
1378,24,female,2,own,little,little,4272,20,furniture/equipment,good
1379,35,male,2,own,NA,NA,976,12,radio/TV,good
1380,24,female,0,rent,NA,moderate,7472,12,car,good
1381,24,male,2,own,little,little,9271,36,car,bad
1382,26,male,1,own,little,moderate,590,6,radio/TV,good
1383,65,male,2,own,NA,NA,930,12,radio/TV,good
1384,55,male,3,free,little,moderate,9283,42,car,good
1385,26,female,0,rent,little,moderate,1778,15,car,bad
1386,26,male,2,own,little,moderate,907,8,business,good
1387,28,male,1,own,little,moderate,484,6,radio/TV,good
1388,24,male,2,own,little,little,9629,36,car,bad
1389,54,male,2,own,little,little,3051,48,domestic appliances,bad
1390,46,male,2,free,little,little,3931,48,car,bad
1391,54,female,2,rent,little,moderate,7432,36,car,good
1392,62,male,2,own,quite rich,NA,1338,6,domestic appliances,good
1393,24,female,2,rent,little,NA,1554,6,radio/TV,good
1394,43,male,3,own,little,little,15857,36,vacation/others,good
1395,26,male,2,own,little,little,1345,18,radio/TV,bad
1396,27,male,2,own,little,NA,1101,12,car,good
1397,24,male,2,own,little,rich,3016,12,radio/TV,good
1398,41,male,2,own,little,little,2712,36,furniture/equipment,bad
1399,47,male,1,own,little,little,731,8,car,good
1400,35,male,3,own,little,NA,3780,18,furniture/equipment,good
1401,30,male,2,own,little,little,1602,21,car,good
1402,33,female,2,rent,little,little,3966,18,car,bad
1403,36,male,2,own,little,NA,4165,18,business,bad
1404,47,male,2,free,NA,little,8335,36,car,bad
1405,38,male,2,free,NA,moderate,6681,48,business,good
1406,44,male,2,own,quite rich,NA,2375,24,business,good
1407,23,female,2,rent,little,little,1216,18,car,bad
1408,29,male,2,rent,little,little,11816,45,business,bad
1409,42,female,2,own,NA,moderate,5084,24,radio/TV,good
1410,25,female,1,own,little,rich,2327,15,radio/TV,bad
1411,48,male,2,own,little,little,1082,12,car,bad
1412,21,female,2,own,NA,NA,886,12,radio/TV,good
1413,23,female,1,rent,little,NA,601,4,furniture/equipment,good
1414,63,male,2,own,little,little,2957,24,car,good
1415,46,male,2,own,little,NA,2611,24,radio/TV,good
1416,29,male,2,own,little,little,5179,36,furniture/equipment,bad
1417,28,male,1,own,little,NA,2993,21,car,good
1418,23,female,2,own,little,NA,1943,18,repairs,bad
1419,50,male,2,own,little,NA,1559,24,business,good
1420,47,male,2,own,little,NA,3422,18,furniture/equipment,good
1421,35,male,2,own,NA,moderate,3976,21,furniture/equipment,good
1422,68,male,2,rent,NA,NA,6761,18,car,bad
1423,28,male,2,own,little,NA,1249,24,car,good
1424,59,male,2,own,little,little,1364,9,radio/TV,good
1425,57,male,1,own,little,little,709,12,radio/TV,bad
1426,33,male,2,rent,little,little,2235,20,car,bad
1427,43,male,2,own,NA,NA,4042,24,car,good
1428,35,male,2,free,little,NA,1471,15,radio/TV,good
1429,32,male,1,free,little,little,1442,18,car,bad
1430,45,male,2,own,little,NA,10875,36,car,good
1431,33,male,2,own,moderate,NA,1474,24,car,good
1432,40,female,2,own,NA,NA,894,10,education,good
1433,28,male,2,free,little,NA,3343,15,furniture/equipment,good
1434,29,female,2,own,little,little,3959,15,car,bad
1435,26,male,2,rent,moderate,NA,3577,9,car,good
1436,27,male,2,own,rich,NA,5804,24,car,good
1437,28,male,2,own,little,NA,2169,18,business,bad
1438,35,female,2,own,little,little,2439,24,radio/TV,bad
1439,32,male,1,own,rich,NA,4526,27,furniture/equipment,good
1440,25,male,1,rent,little,NA,2210,10,furniture/equipment,bad
1441,20,female,2,rent,quite rich,NA,2221,15,furniture/equipment,good
1442,27,female,2,own,little,little,2389,18,radio/TV,good
1443,42,male,2,own,little,NA,3331,12,furniture/equipment,good
1444,37,male,2,own,NA,NA,7409,36,business,good
1445,24,female,2,rent,little,little,652,12,furniture/equipment,good
1446,40,female,2,own,quite rich,NA,7678,36,furniture/equipment,good
1447,46,male,2,own,little,rich,1343,6,car,good
1448,26,male,2,own,moderate,little,1382,24,business,good
1449,24,female,2,own,NA,NA,874,15,domestic appliances,good
1450,29,male,1,own,little,little,3590,12,furniture/equipment,good
1451,40,female,2,own,rich,moderate,1322,11,car,good
1452,36,male,3,free,little,little,1940,18,radio/TV,good
1453,28,male,2,own,little,NA,3595,36,radio/TV,good
1454,27,male,3,free,little,little,1422,9,car,bad
1455,36,male,2,own,NA,NA,6742,30,radio/TV,good
1456,38,male,3,own,little,NA,7814,24,car,good
1457,48,male,2,free,NA,NA,9277,24,car,good
1458,36,male,2,own,NA,moderate,2181,30,car,good
1459,65,female,0,own,little,NA,1098,18,radio/TV,good
1460,43,male,2,own,little,moderate,4057,24,furniture/equipment,bad
1461,53,female,2,own,little,little,795,12,education,bad
1462,34,male,2,own,NA,moderate,2825,24,business,good
1463,23,male,2,own,little,moderate,15672,48,business,bad
1464,34,male,3,own,little,NA,6614,36,car,good
1465,40,male,2,rent,NA,NA,7824,28,car,good
1466,43,male,3,own,little,little,2442,27,business,good
1467,46,male,2,own,little,NA,1829,15,radio/TV,good
1468,38,male,1,own,little,little,2171,12,car,good
1469,34,male,2,own,little,moderate,5800,36,car,good
1470,29,male,2,own,NA,NA,1169,18,radio/TV,good
1471,31,male,3,own,NA,NA,8947,36,car,good
1472,28,female,3,rent,little,little,2606,21,radio/TV,good
1473,35,female,2,own,rich,NA,1592,12,furniture/equipment,good
1474,33,female,1,rent,NA,NA,2186,15,furniture/equipment,good
1475,42,male,2,own,little,little,4153,18,furniture/equipment,bad
1476,29,male,3,own,little,moderate,11328,24,vacation/others,bad
1477,36,male,3,free,little,little,1872,6,furniture/equipment,good
1478,33,male,2,own,little,NA,2058,24,repairs,good
1479,25,male,2,own,little,little,2136,9,furniture/equipment,good
1480,25,male,2,own,NA,moderate,1484,12,radio/TV,bad
1481,23,male,1,rent,quite rich,NA,660,6,repairs,good
1482,37,female,2,own,rich,NA,1287,24,car,good
1483,65,male,0,own,little,little,3394,42,repairs,good
1484,26,female,0,own,little,rich,609,12,business,bad
1485,39,male,3,own,little,NA,1884,12,car,good
1486,30,female,2,own,little,little,1620,12,furniture/equipment,good
1487,29,male,2,own,little,moderate,2629,20,vacation/others,good
1488,41,male,1,own,little,NA,719,12,education,bad
1489,30,female,3,own,little,moderate,5096,48,furniture/equipment,bad
1490,41,female,1,rent,NA,NA,1244,9,education,good
1491,34,female,2,own,little,little,1842,36,car,bad
1492,35,male,2,own,little,moderate,2576,7,radio/TV,good
1493,55,female,3,own,NA,rich,1424,12,furniture/equipment,good
1494,61,male,2,own,rich,moderate,1512,15,repairs,bad
1495,30,male,3,own,NA,NA,11054,36,car,good
1496,29,female,2,own,little,NA,518,6,radio/TV,good
1497,34,male,2,own,little,NA,2759,12,furniture/equipment,good
1498,35,male,3,own,little,NA,2670,24,car,good
1499,31,male,2,own,little,little,4817,24,car,bad
1500,29,female,3,own,little,NA,2679,24,car,good
1501,36,male,2,rent,little,little,3905,11,car,good
1502,35,male,2,free,little,little,3386,12,car,bad
1503,27,female,2,own,little,little,343,6,domestic appliances,good
1504,32,male,2,own,little,NA,4594,18,radio/TV,good
1505,37,male,2,own,little,little,3620,36,furniture/equipment,good
1506,36,male,2,own,little,little,1721,15,car,good
1507,34,female,3,rent,little,moderate,3017,12,furniture/equipment,good
1508,38,male,2,own,NA,moderate,754,12,education,good
1509,34,male,2,own,little,NA,1950,18,business,good
